X Gaze Data, Y Gaze Data, Time 
984,449,145632041
984,448,145632055
984,448,145632064
984,448,145632074
984,448,145632086
983,448,145632097
978,449,145632108
966,448,145632120
949,444,145632133
943,443,145632141
938,441,145632153
935,440,145632165
932,438,145632174
930,437,145632186
918,432,145632198
918,431,145632213
919,431,145632221
919,431,145632232
920,433,145632242
919,434,145632253
920,434,145632264
920,436,145632288
918,436,145632298
916,437,145632308
915,437,145632335
915,437,145632338
915,437,145632353
914,437,145632357
915,438,145632367
915,439,145632383
915,439,145632387
916,439,145632413
919,437,145632421
920,435,145632431
919,436,145632443
918,436,145632453
918,436,145632464
918,436,145632474
916,437,145632486
916,436,145632498
915,436,145632507
915,437,145632521
915,436,145632531
916,435,145632541
916,435,145632553
916,435,145632568
915,436,145632574
915,436,145632586
915,436,145632597
914,436,145632607
913,437,145632620
913,437,145632646
916,438,145632652
915,439,145632664
914,439,145632678
913,440,145632686
912,439,145632697
899,437,145632708
884,433,145632723
876,431,145632730
872,429,145632741
869,428,145632754
862,426,145632764
853,424,145632774
853,424,145632786
852,423,145632797
852,423,145632807
852,422,145632819
852,421,145632830
852,421,145632846
852,421,145632853
852,421,145632863
852,420,145632877
852,421,145632885
850,424,145632897
850,425,145632907
850,427,145632923
850,427,145632931
850,427,145632940
850,427,145632952
850,427,145632968
849,427,145632974
849,427,145632986
848,427,145632999
846,426,145633007
846,426,145633019
845,426,145633030
845,426,145633046
845,426,145633052
845,426,145633064
851,427,145633078
851,427,145633086
850,427,145633097
849,428,145633108
849,430,145633119
850,431,145633130
850,431,145633156
850,431,145633164
850,431,145633174
851,431,145633187
851,430,145633197
852,430,145633207
852,429,145633234
852,429,145633241
852,429,145633252
851,430,145633265
850,430,145633274
850,430,145633286
850,430,145633297
851,432,145633311
851,432,145633319
851,432,145633330
852,432,145633341
852,432,145633352
853,432,145633363
854,432,145633374
854,433,145633389
854,433,145633397
854,432,145633407
854,432,145633420
853,431,145633430
854,433,145633441
853,433,145633467
852,434,145633474
852,434,145633485
852,434,145633497
852,435,145633507
852,436,145633519
852,436,145633530
852,436,145633544
852,436,145633552
853,438,145633563
854,438,145633574
853,438,145633589
853,437,145633597
851,435,145633607
851,435,145633620
849,433,145633630
848,433,145633640
848,433,145633652
848,433,145633666
848,432,145633674
847,432,145633685
847,432,145633698
847,431,145633707
847,431,145633719
847,431,145633744
847,430,145633752
847,429,145633763
848,428,145633775
850,427,145633786
850,427,145633797
851,427,145633807
850,429,145633821
850,430,145633830
849,430,145633840
849,430,145633866
849,431,145633874
850,430,145633885
851,430,145633897
851,430,145633907
851,429,145633919
850,429,145633930
849,430,145633944
849,431,145633952
847,432,145633963
847,433,145633976
846,435,145633986
847,435,145633997
847,436,145634022
847,436,145634023
847,435,145634030
848,435,145634040
847,434,145634053
847,433,145634063
846,431,145634073
847,431,145634099
848,435,145634109
849,436,145634118
849,437,145634130
848,437,145634140
848,437,145634152
849,437,145634163
849,437,145634177
849,437,145634185
849,437,145634197
849,437,145634207
850,438,145634223
851,438,145634230
852,438,145634240
852,437,145634254
852,437,145634263
852,439,145634274
852,439,145634285
852,439,145634300
851,440,145634307
849,439,145634319
850,439,145634331
850,441,145634340
854,445,145634352
886,469,145634363
892,474,145634373
893,475,145634385
897,481,145634396
898,482,145634410
898,483,145634418
899,484,145634429
899,483,145634440
898,480,145634451
898,481,145634463
