X Gaze Data, Y Gaze Data, Time 
919,393,144422683
917,392,144422694
917,392,144422703
917,392,144422730
917,391,144422737
918,390,144422749
918,390,144422762
918,391,144422770
921,392,144422782
923,392,144422793
922,391,144422803
922,392,144422815
923,393,144422826
923,393,144422840
922,392,144422849
922,392,144422860
922,392,144422870
922,392,144422882
921,391,144422893
921,391,144422903
921,392,144422917
921,393,144422927
921,393,144422937
921,393,144422964
922,394,144422970
923,394,144422982
923,394,144422996
924,394,144423004
924,394,144423015
925,395,144423027
924,395,144423037
924,396,144423049
924,396,144423060
924,396,144423074
923,395,144423082
924,396,144423093
925,397,144423106
933,392,144423115
944,380,144423126
948,377,144423137
950,374,144423148
952,372,144423160
954,370,144423184
965,361,144423193
966,361,144423203
966,362,144423230
967,365,144423236
967,365,144423248
966,366,144423261
966,366,144423270
966,365,144423282
966,365,144423295
965,366,144423304
965,368,144423315
966,368,144423326
967,369,144423338
966,368,144423348
966,368,144423360
962,363,144423389
963,364,144423395
965,367,144423403
966,367,144423417
966,367,144423426
966,366,144423436
966,366,144423463
966,366,144423470
966,366,144423482
967,366,144423494
966,364,144423503
965,362,144423515
965,362,144423541
966,362,144423549
967,360,144423560
967,360,144423575
969,360,144423581
969,360,144423595
970,360,144423603
971,360,144423619
971,360,144423626
970,361,144423650
969,362,144423659
968,364,144423670
968,364,144423697
969,363,144423703
968,363,144423715
969,361,144423727
968,361,144423736
969,361,144423748
969,362,144423774
969,362,144423781
969,362,144423793
969,363,144423805
967,364,144423815
966,363,144423826
966,364,144423851
965,364,144423860
964,363,144423869
964,363,144423883
964,364,144423893
964,364,144423903
962,367,144423929
917,414,144423936
914,417,144423948
911,419,144423961
909,420,144423969
906,422,144423981
904,424,144423993
903,424,144424003
901,424,144424015
901,425,144424040
902,426,144424048
904,427,144424059
906,429,144424070
906,429,144424081
905,429,144424093
905,429,144424103
905,430,144424116
904,432,144424126
904,432,144424136
904,432,144424162
905,433,144424169
905,433,144424181
904,434,144424194
903,434,144424202
902,433,144424214
902,433,144424241
902,431,144424248
903,430,144424259
903,430,144424272
904,430,144424281
903,429,144424293
903,429,144424302
902,428,144424319
900,428,144424326
900,428,144424335
900,430,144424350
899,430,144424359
901,432,144424369
901,432,144424381
901,432,144424392
900,431,144424402
901,433,144424414
903,434,144424428
903,435,144424436
904,434,144424448
904,435,144424459
903,434,144424474
901,436,144424481
901,437,144424492
900,437,144424506
900,436,144424514
900,436,144424525
900,436,144424537
901,434,144424547
901,433,144424559
903,433,144424584
902,433,144424592
901,432,144424602
901,433,144424615
901,433,144424626
903,435,144424636
904,436,144424663
905,438,144424669
905,440,144424681
905,443,144424692
905,445,144424702
905,443,144424714
904,444,144424740
903,447,144424747
904,448,144424759
904,445,144424769
904,445,144424786
904,445,144424792
903,447,144424802
903,448,144424814
903,448,144424826
904,446,144424835
904,446,144424848
903,446,144424859
899,450,144424869
898,450,144424896
898,448,144424902
898,448,144424914
898,448,144424928
899,449,144424935
899,450,144424947
900,451,144424959
900,451,144424969
902,451,144424981
901,451,144425007
900,452,144425014
900,452,144425025
900,453,144425037
901,453,144425047
904,455,144425058
905,456,144425083
906,456,144425092
905,454,144425102
905,452,144425114
904,450,144425125
904,450,144425135
904,451,144425147
903,453,144425159
903,454,144425168
903,457,144425180
903,456,144425207
903,457,144425214
903,457,144425231
903,460,144425238
902,460,144425247
