X Gaze Data, Y Gaze Data, Time 
890,162,1259877089
897,163,1259877095
902,163,1259877107
925,163,1259877118
930,167,1259877134
927,166,1259877140
926,164,1259877166
926,165,1259877173
926,163,1259877185
927,164,1259877198
929,164,1259877207
928,162,1259877218
927,157,1259877230
927,156,1259877240
929,148,1259877251
930,150,1259877262
930,149,1259877278
932,152,1259877285
933,151,1259877297
934,150,1259877308
935,152,1259877336
937,150,1259877340
887,151,1259877356
879,151,1259877362
875,159,1259877387
866,158,1259877400
859,155,1259877407
855,156,1259877421
857,157,1259877435
856,157,1259877440
861,153,1259877466
867,153,1259877473
867,161,1259877485
866,162,1259877498
866,162,1259877507
865,158,1259877518
865,157,1259877530
864,157,1259877540
859,166,1259877551
858,167,1259877577
858,163,1259877584
857,163,1259877595
858,160,1259877608
858,159,1259877618
858,158,1259877628
857,158,1259877655
855,152,1259877662
853,151,1259877674
851,152,1259877684
850,152,1259877695
848,157,1259877707
848,157,1259877719
847,157,1259877728
844,160,1259877740
843,162,1259877767
842,165,1259877774
842,166,1259877784
842,166,1259877798
842,166,1259877807
843,166,1259877818
843,165,1259877829
842,166,1259877840
842,166,1259877851
844,169,1259877877
843,168,1259877884
843,168,1259877895
843,169,1259877908
844,167,1259877918
845,167,1259877928
845,166,1259877940
845,166,1259877955
848,161,1259877961
850,157,1259877973
849,158,1259877986
841,168,1259877994
839,169,1259878007
838,171,1259878018
840,170,1259878028
842,164,1259878040
841,166,1259878066
843,167,1259878073
844,168,1259878084
848,172,1259878095
856,185,1259878107
858,191,1259878118
859,196,1259878130
862,205,1259878140
863,208,1259878151
863,212,1259878177
860,212,1259878184
860,212,1259878209
861,220,1259878218
861,220,1259878228
862,221,1259878241
862,221,1259878251
862,221,1259878261
860,215,1259878287
860,214,1259878294
861,217,1259878306
862,210,1259878319
864,210,1259878328
865,212,1259878340
865,220,1259878351
865,220,1259878365
866,220,1259878373
866,220,1259878384
867,219,1259878396
865,219,1259878406
862,216,1259878417
861,216,1259878428
859,214,1259878439
859,213,1259878451
859,212,1259878461
860,212,1259878475
862,213,1259878484
862,215,1259878494
862,214,1259878507
862,216,1259878517
864,218,1259878528
863,219,1259878555
863,220,1259878561
863,218,1259878573
863,218,1259878587
863,218,1259878594
864,217,1259878606
865,216,1259878619
865,215,1259878628
866,213,1259878639
864,212,1259878651
865,213,1259878661
864,215,1259878673
864,216,1259878684
865,216,1259878698
865,216,1259878706
864,220,1259878717
863,221,1259878730
863,222,1259878739
865,224,1259878750
865,224,1259878762
865,224,1259878773
865,221,1259878784
865,221,1259878810
864,221,1259878817
861,222,1259878842
864,219,1259878850
868,218,1259878861
868,218,1259878874
868,218,1259878884
867,219,1259878894
865,219,1259878906
866,219,1259878917
866,218,1259878927
866,218,1259878954
866,221,1259878961
866,222,1259878973
865,222,1259878986
866,221,1259878994
867,222,1259879006
866,218,1259879017
865,216,1259879032
865,216,1259879040
863,215,1259879050
862,214,1259879064
862,213,1259879073
860,213,1259879083
860,215,1259879096
862,216,1259879106
862,216,1259879117
862,217,1259879143
862,218,1259879150
862,218,1259879175
862,219,1259879183
862,219,1259879194
861,219,1259879207
864,221,1259879217
865,222,1259879227
865,223,1259879253
862,224,1259879260
860,223,1259879272
861,222,1259879285
861,220,1259879294
861,220,1259879306
860,220,1259879317
860,220,1259879331
859,220,1259879339
858,223,1259879350
857,223,1259879362
857,223,1259879372
857,222,1259879384
857,220,1259879394
860,214,1259879409
863,209,1259879417
863,207,1259879427
863,207,1259879440
863,207,1259879449
863,208,1259879460
863,209,1259879478
862,213,1259879485
861,214,1259879494
861,214,1259879505
858,217,1259879518
857,219,1259879527
856,222,1259879539
855,224,1259879550
856,228,1259879560
856,228,1259879572
856,230,1259879598
857,228,1259879606
855,230,1259879616
856,230,1259879630
