X Gaze Data, Y Gaze Data, Time 
917,351,144952575
910,351,144952586
910,347,144952596
910,350,144952608
910,350,144952634
909,346,144952641
909,343,144952652
908,344,144952666
908,345,144952675
909,345,144952686
909,346,144952698
909,348,144952708
909,348,144952721
909,348,144952730
910,348,144952745
910,348,144952752
911,348,144952766
911,351,144952788
912,351,144952806
913,348,144952810
914,347,144952822
914,347,144952838
914,348,144952855
915,347,144952868
918,346,144952883
919,348,144952886
919,348,144952900
920,349,144952908
922,350,144952919
923,352,144952932
922,353,144952941
922,353,144952952
922,353,144952963
922,352,144952974
922,352,144952985
922,352,144952996
922,353,144953011
921,353,144953019
920,352,144953029
920,351,144953042
919,351,144953053
918,352,144953063
916,353,144953074
915,352,144953089
914,352,144953096
914,354,144953108
914,354,144953120
915,355,144953129
916,352,144953141
916,352,144953152
916,352,144953166
918,355,144953174
919,354,144953186
920,352,144953211
918,349,144953219
918,350,144953229
919,350,144953242
919,351,144953252
918,350,144953263
916,348,144953290
914,348,144953296
913,349,144953307
913,349,144953321
913,348,144953329
912,348,144953341
912,348,144953352
911,349,144953368
912,348,144953374
912,348,144953385
912,348,144953399
913,348,144953407
914,349,144953419
915,349,144953431
915,348,144953441
915,347,144953452
915,347,144953462
914,346,144953477
913,347,144953485
912,347,144953496
912,347,144953523
912,348,144953529
911,349,144953540
910,351,144953554
910,350,144953562
910,350,144953574
910,350,144953601
908,351,144953607
908,351,144953619
909,350,144953632
911,350,144953641
913,351,144953652
914,351,144953664
914,351,144953674
914,351,144953685
914,351,144953695
914,350,144953710
914,350,144953719
914,351,144953729
914,351,144953741
913,351,144953752
913,350,144953762
913,350,144953775
913,349,144953788
913,349,144953795
913,351,144953807
913,352,144953819
914,351,144953829
914,349,144953840
915,349,144953852
916,348,144953865
915,349,144953874
915,350,144953885
912,351,144953896
911,352,144953911
911,352,144953918
911,352,144953929
913,350,144953942
914,351,144953952
914,351,144953962
913,353,144953974
913,353,144953989
914,352,144953995
914,352,144954007
913,351,144954020
912,351,144954029
913,348,144954040
914,347,144954052
915,347,144954062
915,348,144954074
916,347,144954085
915,348,144954098
915,348,144954107
915,348,144954118
915,348,144954129
915,348,144954144
914,349,144954152
912,351,144954162
912,352,144954176
913,353,144954185
913,354,144954196
914,354,144954207
915,355,144954222
914,355,144954228
912,356,144954240
912,355,144954254
913,354,144954262
913,354,144954274
914,354,144954300
913,354,144954307
912,355,144954318
909,356,144954331
908,356,144954340
907,358,144954352
908,358,144954362
908,358,144954374
908,358,144954385
912,355,144954410
911,355,144954418
910,355,144954429
909,356,144954441
909,356,144954452
909,356,144954462
909,356,144954473
909,357,144954485
908,357,144954495
909,357,144954506
910,356,144954518
910,354,144954528
909,354,144954540
908,355,144954551
909,356,144954565
910,357,144954576
910,356,144954585
909,355,144954597
909,355,144954607
909,355,144954618
908,356,144954644
908,359,144954651
908,359,144954662
907,360,144954676
907,360,144954685
907,361,144954695
907,361,144954722
907,362,144954728
906,364,144954740
905,364,144954754
903,366,144954762
902,367,144954773
903,366,144954786
902,366,144954795
901,365,144954807
901,365,144954832
901,365,144954840
904,366,144954851
904,365,144954864
905,365,144954873
905,365,144954884
905,365,144954896
905,367,144954907
905,366,144954918
904,367,144954943
592,674,144954951
589,678,144954962
585,682,144954973
581,686,144954989
574,692,144954995
572,693,144955007
566,696,144955020
564,698,144955028
562,699,144955040
