X Gaze Data, Y Gaze Data, Time 
516,-7,1259840610
513,-8,1259840620
511,-7,1259840646
503,-9,1259840654
501,-8,1259840665
499,-5,1259840677
499,-3,1259840687
499,-2,1259840698
500,-2,1259840725
504,-7,1259840732
507,-9,1259840743
508,-10,1259840757
510,-13,1259840765
509,-16,1259840777
509,-16,1259840789
509,-16,1259840799
509,-16,1259840810
509,-16,1259840820
509,-16,1259840832
510,-16,1259840843
511,-16,1259840869
511,-17,1259840877
511,-18,1259840888
512,-18,1259840898
511,-18,1259840910
510,-18,1259840920
509,-18,1259840932
508,-18,1259840948
506,-18,1259840954
515,-17,1259840965
540,-15,1259840980
586,-6,1259840987
593,-5,1259840998
600,-4,1259841012
602,-4,1259841020
607,-4,1259841032
610,-5,1259841044
612,-6,1259841053
612,-7,1259841065
612,-9,1259841092
611,-10,1259841098
611,-10,1259841124
613,-8,1259841132
615,-7,1259841143
615,-8,1259841155
614,-9,1259841165
612,-8,1259841176
612,-8,1259841187
609,-8,1259841199
618,-7,1259841210
629,-8,1259841236
690,-14,1259841243
714,-16,1259841253
727,-17,1259841267
741,-19,1259841276
779,-24,1259841286
782,-25,1259841299
783,-25,1259841309
784,-27,1259841320
783,-27,1259841347
781,-27,1259841353
780,-26,1259841379
774,-27,1259841386
769,-28,1259841398
771,-30,1259841411
772,-29,1259841420
774,-27,1259841432
772,-27,1259841443
769,-27,1259841453
771,-28,1259841465
771,-31,1259841491
772,-36,1259841498
772,-36,1259841509
771,-36,1259841523
767,-35,1259841531
768,-35,1259841543
770,-37,1259841555
771,-37,1259841565
771,-37,1259841576
774,-36,1259841602
777,-38,1259841609
776,-37,1259841634
778,-42,1259841643
778,-41,1259841653
778,-40,1259841665
778,-40,1259841681
778,-41,1259841686
778,-41,1259841713
782,-32,1259841720
794,10,1259841731
814,62,1259841745
815,65,1259841753
817,69,1259841765
818,72,1259841777
820,77,1259841786
822,87,1259841798
830,116,1259841809
829,122,1259841819
831,124,1259841831
829,124,1259841857
829,125,1259841865
831,125,1259841876
832,125,1259841890
833,127,1259841898
833,127,1259841909
833,127,1259841921
833,125,1259841931
834,125,1259841942
834,126,1259841967
835,126,1259841976
836,127,1259841986
837,127,1259841999
835,126,1259842009
835,125,1259842020
837,124,1259842046
852,122,1259842053
862,123,1259842078
922,122,1259842087
928,122,1259842098
932,121,1259842110
934,122,1259842120
939,122,1259842131
938,124,1259842156
936,128,1259842165
932,129,1259842176
935,126,1259842186
934,128,1259842198
933,129,1259842209
935,127,1259842235
942,122,1259842242
941,124,1259842254
941,123,1259842264
943,124,1259842277
942,125,1259842286
942,126,1259842297
943,129,1259842309
945,132,1259842320
964,136,1259842345
968,137,1259842353
973,137,1259842364
977,137,1259842377
979,137,1259842386
988,137,1259842397
987,135,1259842409
986,134,1259842419
985,133,1259842431
987,132,1259842456
986,131,1259842465
985,131,1259842475
985,131,1259842487
984,132,1259842497
984,132,1259842509
984,132,1259842519
983,133,1259842531
984,135,1259842542
984,135,1259842552
984,137,1259842565
984,136,1259842575
985,137,1259842586
985,138,1259842612
986,138,1259842619
994,138,1259842631
1006,138,1259842644
1009,138,1259842652
1012,138,1259842664
1013,139,1259842691
1015,144,1259842697
1015,144,1259842723
1016,143,1259842731
1015,147,1259842742
1014,155,1259842755
1015,156,1259842764
1015,157,1259842775
1013,157,1259842786
1010,157,1259842797
1012,157,1259842809
1014,157,1259842833
1015,154,1259842842
1014,155,1259842852
1013,155,1259842865
1016,154,1259842875
1017,154,1259842885
1017,154,1259842898
1015,154,1259842908
1014,154,1259842919
1014,154,1259842944
1015,152,1259842952
930,151,1259842964
909,151,1259842976
905,152,1259842985
902,152,1259842997
897,152,1259843023
888,151,1259843030
884,150,1259843042
868,149,1259843055
867,149,1259843064
867,148,1259843075
864,148,1259843087
861,148,1259843097
859,148,1259843108
858,148,1259843119
856,149,1259843130
862,149,1259843142
860,149,1259843152
969,118,1259843166
1343,12,1259843175
1494,-28,1259843185
1502,-30,1259843213
1512,-31,1259843219
1522,-33,1259843230
