X Gaze Data, Y Gaze Data, Time 
810,-12,1259143743
809,-12,1259143770
807,-12,1259143777
808,-11,1259143789
808,-10,1259143800
808,-9,1259143810
807,-10,1259143822
808,-9,1259143834
807,-7,1259143843
760,286,1259143856
759,293,1259143866
761,296,1259143882
761,302,1259143889
761,308,1259143914
752,318,1259143922
747,322,1259143933
752,324,1259143946
749,325,1259143956
743,326,1259143967
740,328,1259143978
738,330,1259143989
739,330,1259144000
742,331,1259144013
743,332,1259144024
747,332,1259144034
748,332,1259144043
749,332,1259144057
752,332,1259144075
751,333,1259144077
754,335,1259144094
754,335,1259144101
753,334,1259144116
753,334,1259144123
752,336,1259144133
752,336,1259144145
750,336,1259144155
749,337,1259144166
748,339,1259144177
747,339,1259144190
748,338,1259144200
748,339,1259144215
751,339,1259144222
753,339,1259144233
753,340,1259144247
751,340,1259144255
750,341,1259144266
751,339,1259144278
755,336,1259144288
756,335,1259144300
755,337,1259144326
757,339,1259144333
758,340,1259144357
757,341,1259144366
758,328,1259144377
755,243,1259144404
745,141,1259144410
744,146,1259144422
743,142,1259144433
742,139,1259144443
740,137,1259144455
735,104,1259144466
732,106,1259144477
722,105,1259144488
726,107,1259144514
725,108,1259144515
724,107,1259144522
723,105,1259144533
721,107,1259144546
722,107,1259144555
721,107,1259144566
722,107,1259144577
722,107,1259144588
724,106,1259144600
723,106,1259144610
722,104,1259144622
721,105,1259144633
722,105,1259144643
722,105,1259144655
723,106,1259144666
722,107,1259144677
722,107,1259144703
723,106,1259144710
749,29,1259144722
761,2,1259144732
764,-3,1259144743
767,-10,1259144755
769,-17,1259144782
765,-21,1259144788
763,-24,1259144813
762,-30,1259144814
765,-30,1259144822
768,-32,1259144833
769,-32,1259144845
769,-32,1259144855
767,-30,1259144866
766,-24,1259144877
765,-21,1259144888
766,-16,1259144899
764,-13,1259144926
766,-11,1259144932
768,-12,1259144958
766,-10,1259144966
764,-8,1259144976
765,-10,1259144989
765,-9,1259144999
765,-8,1259145010
763,-13,1259145021
762,-22,1259145032
761,-22,1259145043
766,-21,1259145069
771,-20,1259145076
772,-18,1259145088
776,-21,1259145101
777,-22,1259145109
777,-22,1259145121
769,-15,1259145133
768,-13,1259145143
767,-10,1259145154
765,-7,1259145180
765,-4,1259145188
768,-7,1259145199
768,-8,1259145211
772,-14,1259145221
776,-20,1259145232
777,-21,1259145243
778,-21,1259145255
778,-20,1259145266
777,-18,1259145291
778,-18,1259145299
778,-20,1259145309
778,-22,1259145323
773,-13,1259145332
772,-13,1259145343
773,-16,1259145370
775,-19,1259145376
775,-18,1259145388
775,-16,1259145402
775,-16,1259145409
775,-16,1259145421
777,-18,1259145434
779,-19,1259145443
778,-17,1259145455
778,-18,1259145466
778,-17,1259145476
794,102,1259145488
795,117,1259145513
795,135,1259145521
795,143,1259145532
795,148,1259145542
796,151,1259145554
796,150,1259145566
796,149,1259145577
796,149,1259145588
796,150,1259145599
796,154,1259145625
804,147,1259145632
806,146,1259145657
802,143,1259145665
802,143,1259145676
802,144,1259145689
800,144,1259145699
799,144,1259145710
798,145,1259145721
801,144,1259145732
801,144,1259145742
801,144,1259145768
801,144,1259145776
801,144,1259145787
802,145,1259145800
803,146,1259145809
803,147,1259145821
803,148,1259145832
802,150,1259145848
801,150,1259145854
801,151,1259145880
811,147,1259145887
863,125,1259145899
944,91,1259145912
972,85,1259145921
1002,78,1259145932
1035,69,1259145944
1066,62,1259145954
1101,54,1259145965
1197,35,1259145991
1262,36,1259145998
1259,25,1259146009
1262,30,1259146023
1263,27,1259146032
1264,28,1259146042
1264,26,1259146070
1259,18,1259146076
1257,21,1259146102
1258,24,1259146109
1258,23,1259146120
1262,24,1259146134
1262,26,1259146142
1262,27,1259146154
1260,28,1259146166
1258,31,1259146176
1258,32,1259146187
1260,36,1259146198
1262,38,1259146211
1261,40,1259146221
1261,44,1259146232
1261,44,1259146243
1260,44,1259146254
1261,42,1259146265
1260,42,1259146290
1258,44,1259146298
1255,44,1259146309
