X Gaze Data, Y Gaze Data, Time 
775,266,1259208939
773,267,1259208951
769,269,1259208962
767,270,1259208973
765,272,1259208984
765,272,1259209010
765,270,1259209018
765,270,1259209028
768,267,1259209041
768,268,1259209051
768,267,1259209061
769,268,1259209088
769,268,1259209094
769,268,1259209122
768,268,1259209128
768,265,1259209140
767,264,1259209152
766,264,1259209161
764,266,1259209173
764,266,1259209184
763,267,1259209195
763,269,1259209207
764,269,1259209232
767,274,1259209240
767,274,1259209251
767,274,1259209264
766,275,1259209273
765,276,1259209284
766,279,1259209296
767,281,1259209306
767,281,1259209317
768,281,1259209328
769,280,1259209339
770,279,1259209350
770,279,1259209374
772,278,1259209384
771,276,1259209394
771,275,1259209409
770,276,1259209417
770,276,1259209427
770,275,1259209454
772,276,1259209461
773,276,1259209473
773,276,1259209485
773,276,1259209494
772,275,1259209506
770,270,1259209532
768,271,1259209540
768,270,1259209550
765,269,1259209563
765,269,1259209572
766,269,1259209584
766,273,1259209595
776,319,1259209605
779,332,1259209617
779,335,1259209642
780,338,1259209651
780,339,1259209661
780,339,1259209674
780,341,1259209684
779,338,1259209694
779,338,1259209706
777,337,1259209717
776,334,1259209727
776,332,1259209752
773,330,1259209760
769,332,1259209772
768,332,1259209799
770,330,1259209805
771,330,1259209831
769,329,1259209839
769,329,1259209850
762,306,1259209863
702,52,1259209872
699,38,1259209883
696,23,1259209895
694,13,1259209905
691,1,1259209917
687,-10,1259209943
685,-18,1259209950
685,-23,1259209975
688,-21,1259209984
689,-21,1259209994
689,-21,1259210007
689,-20,1259210017
689,-18,1259210027
689,-19,1259210039
681,-12,1259210050
679,-11,1259210073
680,-12,1259210083
681,-15,1259210094
681,-16,1259210105
682,-15,1259210119
682,-15,1259210127
683,-16,1259210139
685,-19,1259210150
686,-19,1259210160
687,-19,1259210181
687,-19,1259210185
687,-20,1259210197
688,-19,1259210205
689,-18,1259210216
689,-16,1259210229
694,-18,1259210238
732,-35,1259210250
744,-40,1259210261
755,-43,1259210272
762,-44,1259210283
767,-43,1259210309
775,-42,1259210317
775,-39,1259210341
776,-43,1259210350
776,-41,1259210360
777,-43,1259210372
777,-44,1259210383
780,-44,1259210393
779,-43,1259210405
780,-44,1259210417
780,-44,1259210427
779,-44,1259210439
780,-45,1259210464
781,-47,1259210472
781,-46,1259210483
782,-43,1259210496
783,-42,1259210505
783,-42,1259210516
783,-44,1259210528
796,-47,1259210538
820,-54,1259210550
846,-59,1259210575
879,-59,1259210583
884,-60,1259210593
891,-60,1259210607
893,-61,1259210617
908,-61,1259210628
910,-63,1259210653
913,-64,1259210660
913,-64,1259210671
913,-63,1259210684
911,-61,1259210693
913,-62,1259210705
912,-62,1259210732
913,-59,1259210738
912,-58,1259210749
912,-57,1259210763
912,-57,1259210771
911,-57,1259210782
911,-59,1259210794
911,-58,1259210805
911,-62,1259210816
911,-61,1259210841
910,-64,1259210849
910,-65,1259210860
909,-64,1259210873
907,-63,1259210883
907,-63,1259210893
906,-59,1259210920
909,-58,1259210926
910,-58,1259210938
909,-57,1259210952
909,-57,1259210960
907,-54,1259210971
907,-54,1259210999
906,-54,1259211006
900,-54,1259211016
902,-54,1259211030
791,134,1259211038
786,146,1259211050
783,152,1259211060
778,164,1259211072
775,173,1259211083
774,178,1259211108
774,190,1259211116
772,192,1259211126
778,193,1259211139
779,195,1259211150
777,195,1259211160
777,194,1259211171
776,194,1259211184
777,195,1259211193
777,196,1259211204
777,196,1259211232
778,196,1259211238
783,194,1259211263
787,190,1259211271
786,191,1259211283
788,190,1259211294
788,190,1259211305
787,192,1259211316
786,193,1259211326
786,194,1259211341
786,194,1259211349
785,192,1259211359
785,191,1259211387
785,192,1259211393
785,195,1259211419
784,196,1259211426
784,196,1259211438
787,197,1259211464
786,196,1259211471
786,195,1259211483
787,195,1259211495
787,195,1259211504
785,192,1259211516
784,191,1259211527
781,203,1259211538
779,289,1259211549
784,357,1259211575
785,388,1259211582
785,393,1259211593
