X Gaze Data, Y Gaze Data, Time 
725,303,1260592227
724,304,1260592233
726,303,1260592244
729,302,1260592257
731,300,1260592267
735,300,1260592277
740,299,1260592292
743,300,1260592305
735,295,1260592311
738,297,1260592337
737,299,1260592344
734,301,1260592355
732,301,1260592366
729,305,1260592383
725,307,1260592388
724,309,1260592413
721,310,1260592421
719,311,1260592433
714,312,1260592445
714,314,1260592455
714,315,1260592466
712,316,1260592493
712,316,1260592500
712,316,1260592525
703,350,1260592533
692,427,1260592544
691,432,1260592557
690,435,1260592566
690,437,1260592577
689,441,1260592589
689,444,1260592600
685,467,1260592611
688,465,1260592636
685,469,1260592644
685,469,1260592655
685,468,1260592668
685,465,1260592677
690,454,1260592688
690,453,1260592700
689,456,1260592710
688,457,1260592721
687,463,1260592747
689,463,1260592754
689,462,1260592766
682,462,1260592778
682,463,1260592788
681,463,1260592800
682,466,1260592826
677,466,1260592833
677,465,1260592844
675,464,1260592858
676,464,1260592866
676,465,1260592877
677,465,1260592890
679,463,1260592899
679,462,1260592910
679,462,1260592921
678,464,1260592933
678,464,1260592944
679,465,1260592969
678,467,1260592977
677,466,1260592987
677,467,1260593000
675,467,1260593010
672,468,1260593021
669,468,1260593033
670,469,1260593047
672,469,1260593054
673,469,1260593066
677,468,1260593078
680,468,1260593088
680,467,1260593099
680,467,1260593126
681,466,1260593133
682,466,1260593158
685,467,1260593166
685,467,1260593177
685,466,1260593190
685,466,1260593199
681,465,1260593210
680,464,1260593222
681,464,1260593233
682,463,1260593244
685,465,1260593255
684,465,1260593266
683,464,1260593277
683,465,1260593287
683,465,1260593301
684,466,1260593310
683,468,1260593321
681,470,1260593333
682,471,1260593344
682,470,1260593354
682,470,1260593381
686,469,1260593387
685,470,1260593399
685,470,1260593413
685,469,1260593421
685,466,1260593432
686,464,1260593444
689,464,1260593454
688,464,1260593466
685,462,1260593477
685,463,1260593491
684,462,1260593499
683,463,1260593510
682,463,1260593522
682,464,1260593532
689,468,1260593543
686,466,1260593569
687,467,1260593577
687,467,1260593587
689,469,1260593600
690,470,1260593610
689,473,1260593620
689,473,1260593647
689,471,1260593654
689,471,1260593666
689,472,1260593678
688,473,1260593687
688,470,1260593699
688,470,1260593726
686,467,1260593732
687,467,1260593743
688,468,1260593757
692,465,1260593766
701,458,1260593777
737,431,1260593788
790,387,1260593799
807,369,1260593810
819,359,1260593836
842,340,1260593843
858,327,1260593854
861,325,1260593865
862,324,1260593876
863,322,1260593887
862,321,1260593899
862,322,1260593915
862,323,1260593920
863,325,1260593947
863,326,1260593955
862,326,1260593965
862,327,1260593978
861,329,1260593987
860,331,1260593999
864,333,1260594012
865,332,1260594025
866,333,1260594032
865,333,1260594043
863,333,1260594056
874,335,1260594066
884,338,1260594076
886,344,1260594088
890,350,1260594099
891,351,1260594110
892,352,1260594120
901,356,1260594134
902,357,1260594143
903,357,1260594153
904,359,1260594165
905,361,1260594182
905,361,1260594187
906,364,1260594214
904,366,1260594220
904,367,1260594232
902,371,1260594246
901,371,1260594254
902,370,1260594265
904,367,1260594291
907,367,1260594298
907,367,1260594309
905,366,1260594323
904,367,1260594332
904,367,1260594343
904,366,1260594355
903,366,1260594365
903,365,1260594376
902,365,1260594402
900,363,1260594409
901,362,1260594420
900,362,1260594431
900,361,1260594442
899,359,1260594453
899,359,1260594481
898,358,1260594486
898,358,1260594512
898,359,1260594520
898,359,1260594532
901,360,1260594542
902,360,1260594558
901,359,1260594565
901,359,1260594590
901,358,1260594598
902,359,1260594609
902,360,1260594621
903,365,1260594631
902,362,1260594642
901,361,1260594669
899,367,1260594676
898,369,1260594701
896,370,1260594709
897,369,1260594720
897,372,1260594731
898,373,1260594748
898,374,1260594753
897,374,1260594765
897,374,1260594779
898,372,1260594786
899,372,1260594798
899,370,1260594810
