X Gaze Data, Y Gaze Data, Time 
605,456,1260510159
605,456,1260510170
605,456,1260510180
605,457,1260510192
606,459,1260510218
605,458,1260510225
604,457,1260510237
604,457,1260510247
605,459,1260510259
606,458,1260510270
605,458,1260510282
605,458,1260510292
605,458,1260510303
605,459,1260510314
606,460,1260510325
606,461,1260510337
606,461,1260510362
605,461,1260510370
605,463,1260510394
604,469,1260510403
604,472,1260510413
607,471,1260510426
617,471,1260510436
633,459,1260510447
654,443,1260510474
687,417,1260510480
715,391,1260510506
728,379,1260510514
790,326,1260510525
792,326,1260510537
793,329,1260510547
792,325,1260510558
792,325,1260510570
792,326,1260510585
792,326,1260510592
797,328,1260510616
798,328,1260510625
798,330,1260510636
797,329,1260510648
797,330,1260510658
795,332,1260510669
794,335,1260510680
794,336,1260510692
792,338,1260510703
793,338,1260510728
793,338,1260510736
793,338,1260510747
796,334,1260510760
795,336,1260510769
797,338,1260510780
842,349,1260510807
864,362,1260510813
865,363,1260510839
871,358,1260510846
872,359,1260510858
873,361,1260510871
873,363,1260510880
872,365,1260510891
872,366,1260510903
871,369,1260510913
871,369,1260510924
870,371,1260510951
870,374,1260510958
863,380,1260510970
863,380,1260510982
863,378,1260510991
865,376,1260511003
867,374,1260511013
867,374,1260511025
868,373,1260511036
870,374,1260511046
873,374,1260511062
872,374,1260511069
879,371,1260511094
887,369,1260511102
888,369,1260511113
895,367,1260511125
896,370,1260511136
897,371,1260511146
896,371,1260511158
890,366,1260511169
888,365,1260511179
888,365,1260511205
895,363,1260511213
894,363,1260511225
881,370,1260511237
879,371,1260511246
877,372,1260511258
877,373,1260511284
876,380,1260511291
875,378,1260511303
874,363,1260511313
876,366,1260511324
877,365,1260511336
877,364,1260511346
878,363,1260511358
881,364,1260511369
889,363,1260511379
898,364,1260511391
898,363,1260511402
898,365,1260511413
898,365,1260511439
884,357,1260511446
880,356,1260511458
880,356,1260511471
878,353,1260511479
878,352,1260511491
874,349,1260511503
873,350,1260511513
873,351,1260511524
873,351,1260511551
876,351,1260511557
877,370,1260511583
877,373,1260511591
877,374,1260511602
880,370,1260511613
877,366,1260511625
878,367,1260511636
878,365,1260511660
876,356,1260511669
876,354,1260511679
876,354,1260511692
875,362,1260511702
873,372,1260511712
873,370,1260511724
871,371,1260511736
867,371,1260511746
862,376,1260511757
862,374,1260511771
862,375,1260511779
862,375,1260511791
861,375,1260511803
859,372,1260511812
859,372,1260511824
859,371,1260511851
863,368,1260511857
865,371,1260511869
866,375,1260511881
866,375,1260511891
865,375,1260511902
864,376,1260511913
862,378,1260511924
861,377,1260511935
862,378,1260511946
862,378,1260511959
859,376,1260511968
857,375,1260511979
858,374,1260511990
860,374,1260512002
861,374,1260512012
863,372,1260512026
864,373,1260512035
864,374,1260512046
867,374,1260512057
870,373,1260512070
870,372,1260512079
871,369,1260512091
872,365,1260512102
873,364,1260512112
873,365,1260512124
873,364,1260512150
874,359,1260512157
874,359,1260512169
874,360,1260512182
871,380,1260512191
870,382,1260512202
871,383,1260512214
871,382,1260512224
870,374,1260512235
866,372,1260512261
865,378,1260512268
866,378,1260512293
864,373,1260512302
863,372,1260512312
863,368,1260512325
866,367,1260512335
868,368,1260512345
874,370,1260512372
876,368,1260512379
875,372,1260512390
876,373,1260512404
876,374,1260512412
878,373,1260512424
879,373,1260512435
878,375,1260512445
877,376,1260512457
872,380,1260512483
871,380,1260512491
873,375,1260512502
873,374,1260512514
874,374,1260512524
874,373,1260512535
874,370,1260512546
878,368,1260512557
878,368,1260512568
879,368,1260512593
876,370,1260512601
875,370,1260512612
876,370,1260512623
878,368,1260512640
879,366,1260512645
877,364,1260512672
877,363,1260512679
878,365,1260512690
878,366,1260512703
878,369,1260512712
876,374,1260512724
874,378,1260512751
876,383,1260512757
877,384,1260512782
