X Gaze Data, Y Gaze Data, Time 
774,224,1260040108
775,223,1260040112
775,223,1260040139
772,224,1260040145
771,221,1260040157
772,222,1260040169
770,221,1260040179
770,219,1260040190
771,218,1260040200
772,216,1260040216
772,217,1260040223
773,218,1260040248
775,219,1260040257
776,219,1260040270
778,219,1260040279
780,219,1260040295
783,217,1260040300
783,216,1260040328
784,215,1260040334
784,218,1260040346
784,218,1260040357
784,218,1260040367
783,218,1260040379
783,219,1260040405
781,228,1260040413
782,229,1260040423
785,225,1260040436
787,223,1260040445
786,223,1260040457
785,222,1260040467
785,219,1260040478
785,219,1260040490
785,218,1260040514
784,218,1260040523
781,220,1260040533
781,220,1260040546
778,228,1260040556
778,229,1260040567
778,230,1260040594
776,228,1260040600
777,226,1260040626
776,222,1260040633
775,220,1260040645
775,221,1260040658
776,222,1260040667
775,221,1260040678
775,223,1260040690
774,223,1260040700
773,224,1260040712
774,223,1260040738
774,221,1260040745
776,219,1260040756
777,219,1260040769
778,218,1260040778
787,216,1260040790
791,218,1260040800
841,277,1260040815
844,280,1260040823
847,283,1260040833
853,286,1260040847
854,287,1260040856
859,290,1260040866
866,295,1260040879
868,295,1260040890
868,294,1260040900
866,293,1260040926
866,289,1260040933
866,289,1260040945
868,291,1260040958
871,294,1260040967
871,294,1260040979
870,293,1260040990
870,293,1260041006
871,293,1260041011
871,291,1260041038
868,289,1260041045
865,289,1260041056
864,288,1260041069
862,286,1260041078
862,286,1260041089
862,286,1260041100
862,285,1260041111
864,286,1260041123
867,287,1260041148
870,289,1260041156
870,289,1260041166
872,290,1260041180
872,290,1260041189
871,291,1260041200
871,292,1260041211
871,293,1260041227
870,296,1260041233
870,297,1260041259
871,295,1260041260
871,295,1260041266
869,296,1260041278
867,296,1260041291
866,294,1260041313
862,295,1260041323
863,295,1260041338
863,295,1260041345
861,296,1260041356
860,295,1260041370
859,295,1260041378
858,295,1260041389
856,297,1260041402
855,298,1260041411
856,299,1260041422
856,301,1260041434
855,300,1260041444
854,302,1260041456
853,303,1260041466
853,304,1260041478
853,301,1260041489
852,303,1260041514
858,307,1260041522
863,310,1260041533
868,313,1260041545
869,315,1260041556
870,319,1260041566
873,324,1260041593
874,325,1260041594
875,327,1260041599
875,329,1260041611
874,333,1260041625
875,333,1260041633
874,333,1260041644
874,331,1260041657
873,331,1260041666
873,330,1260041678
873,332,1260041689
873,331,1260041699
872,329,1260041711
868,328,1260041722
867,329,1260041736
866,330,1260041744
864,330,1260041755
864,331,1260041768
864,330,1260041778
864,330,1260041789
864,331,1260041800
863,332,1260041811
863,332,1260041822
863,332,1260041833
864,330,1260041847
866,327,1260041856
866,326,1260041866
868,325,1260041878
868,322,1260041889
867,323,1260041899
867,325,1260041926
865,328,1260041927
865,329,1260041933
860,333,1260041958
860,335,1260041966
861,337,1260041978
865,336,1260041990
865,336,1260041999
865,337,1260042011
867,337,1260042022
868,337,1260042038
869,335,1260042044
870,335,1260042056
870,334,1260042069
870,334,1260042078
869,333,1260042089
868,332,1260042100
866,331,1260042111
864,329,1260042122
866,329,1260042148
869,327,1260042156
869,327,1260042179
870,324,1260042189
870,324,1260042199
871,325,1260042218
871,327,1260042226
873,330,1260042232
873,332,1260042258
872,336,1260042266
872,336,1260042277
872,337,1260042290
871,338,1260042299
872,338,1260042311
872,339,1260042336
876,339,1260042344
877,339,1260042355
881,333,1260042367
880,335,1260042378
881,333,1260042389
881,334,1260042415
882,329,1260042422
883,329,1260042432
882,331,1260042447
881,332,1260042455
881,332,1260042466
880,328,1260042479
878,326,1260042488
877,324,1260042499
876,323,1260042511
876,323,1260042526
876,324,1260042532
876,324,1260042544
876,324,1260042557
876,325,1260042565
877,326,1260042577
878,327,1260042604
880,331,1260042611
879,332,1260042636
880,332,1260042644
881,334,1260042655
