X Gaze Data, Y Gaze Data, Time 
973,370,145337893
972,371,145337905
971,374,145337918
971,375,145337926
969,375,145337938
969,375,145337964
968,376,145337965
969,376,145337971
970,377,145337996
971,376,145338005
971,375,145338015
972,374,145338028
973,376,145338038
974,376,145338048
976,375,145338074
976,373,145338082
975,373,145338093
974,372,145338106
974,373,145338115
972,373,145338126
970,374,145338153
968,375,145338159
970,377,145338171
969,377,145338183
969,379,145338193
969,379,145338205
967,381,145338229
933,391,145338238
920,394,145338248
918,394,145338260
910,400,145338273
909,400,145338289
908,401,145338293
904,401,145338321
903,399,145338335
903,400,145338340
905,398,145338360
906,398,145338373
907,398,145338390
907,398,145338401
907,400,145338406
907,401,145338440
907,401,145338446
906,402,145338452
904,400,145338459
905,399,145338471
904,399,145338484
905,402,145338508
905,403,145338515
905,403,145338526
905,404,145338553
905,404,145338554
905,404,145338559
905,407,145338571
906,406,145338584
907,406,145338593
907,406,145338604
907,406,145338616
907,406,145338626
907,406,145338638
907,405,145338664
907,404,145338671
907,402,145338695
905,398,145338704
905,398,145338715
905,398,145338725
905,398,145338741
906,399,145338748
903,401,145338760
900,403,145338773
898,405,145338781
895,407,145338793
894,408,145338820
894,412,145338826
892,414,145338838
891,413,145338852
891,413,145338859
892,413,145338871
892,413,145338882
891,411,145338893
891,411,145338904
889,412,145338928
887,415,145338938
887,415,145338948
887,414,145338960
890,410,145338971
890,409,145338981
891,410,145338993
891,411,145339006
891,411,145339014
890,411,145339026
889,409,145339038
888,409,145339048
887,409,145339059
886,410,145339086
885,411,145339092
885,412,145339104
886,412,145339117
887,412,145339125
887,412,145339137
888,411,145339164
888,410,145339171
887,409,145339195
888,407,145339204
887,407,145339218
887,407,145339226
887,407,145339242
888,407,145339248
887,405,145339273
886,404,145339281
886,404,145339292
887,404,145339305
887,405,145339314
887,405,145339325
887,405,145339337
888,405,145339352
888,406,145339358
887,408,145339370
888,408,145339382
887,408,145339392
887,408,145339404
887,408,145339430
887,406,145339437
887,406,145339461
890,403,145339470
889,403,145339481
889,403,145339492
888,402,145339507
886,403,145339514
887,403,145339525
887,402,145339539
887,403,145339547
887,403,145339558
887,406,145339571
887,407,145339581
887,407,145339592
886,407,145339604
886,407,145339618
885,407,145339625
886,407,145339637
886,408,145339648
886,408,145339658
886,408,145339670
885,407,145339695
883,409,145339704
882,409,145339714
881,409,145339726
881,409,145339737
883,408,145339748
884,408,145339758
884,409,145339774
884,410,145339781
883,413,145339792
884,415,145339805
884,416,145339814
885,417,145339825
885,417,145339851
885,418,145339859
885,418,145339870
885,417,145339882
882,416,145339892
882,415,145339904
883,415,145339914
882,415,145339929
883,417,145339937
883,417,145339947
884,416,145339961
889,415,145339970
889,416,145339981
890,416,145339992
890,416,145340008
889,416,145340014
886,416,145340025
886,416,145340039
886,417,145340047
886,417,145340058
885,417,145340070
884,417,145340081
884,417,145340092
882,417,145340104
881,417,145340114
881,417,145340125
881,417,145340137
881,416,145340147
881,415,145340159
880,415,145340170
880,415,145340181
881,416,145340192
882,416,145340203
883,416,145340214
883,417,145340225
883,417,145340237
883,416,145340247
884,415,145340258
883,414,145340270
883,415,145340281
883,417,145340292
882,418,145340303
882,418,145340319
882,418,145340325
883,419,145340337
882,420,145340347
882,420,145340358
882,421,145340370
882,421,145340380
881,422,145340396
882,421,145340403
882,421,145340413
879,422,145340426
878,424,145340437
