X Gaze Data, Y Gaze Data, Time 
901,315,1260134752
904,316,1260134758
904,316,1260134770
902,317,1260134784
900,316,1260134792
901,316,1260134803
901,316,1260134815
901,316,1260134825
902,315,1260134836
901,316,1260134847
900,319,1260134862
899,321,1260134870
899,320,1260134881
900,317,1260134894
903,317,1260134903
903,317,1260134913
903,317,1260134926
905,317,1260134936
905,317,1260134947
906,318,1260134958
905,323,1260134973
904,325,1260134980
905,324,1260134991
904,322,1260135004
904,322,1260135014
904,324,1260135025
905,324,1260135037
909,324,1260135050
908,322,1260135058
907,322,1260135070
906,322,1260135081
902,323,1260135091
901,324,1260135103
901,324,1260135128
900,325,1260135136
901,326,1260135147
903,325,1260135159
903,325,1260135170
902,324,1260135181
902,323,1260135191
903,323,1260135206
904,323,1260135214
904,323,1260135224
906,325,1260135237
906,327,1260135247
906,328,1260135258
903,330,1260135285
902,330,1260135291
905,327,1260135303
905,328,1260135317
905,328,1260135325
902,328,1260135336
902,328,1260135349
901,328,1260135358
901,330,1260135369
901,331,1260135395
901,330,1260135403
902,331,1260135413
901,332,1260135427
902,333,1260135436
903,332,1260135447
903,333,1260135459
902,331,1260135469
903,329,1260135480
902,329,1260135506
899,329,1260135513
898,329,1260135524
897,330,1260135538
898,330,1260135546
897,332,1260135557
897,332,1260135570
897,331,1260135580
898,331,1260135591
899,332,1260135603
898,333,1260135616
898,333,1260135624
897,332,1260135636
897,332,1260135662
893,331,1260135669
892,331,1260135680
891,332,1260135693
887,335,1260135702
886,337,1260135713
885,337,1260135724
884,337,1260135736
885,334,1260135747
884,334,1260135772
885,335,1260135780
885,336,1260135791
884,338,1260135803
884,338,1260135819
885,338,1260135824
885,337,1260135850
886,338,1260135857
885,338,1260135869
885,339,1260135881
885,339,1260135891
886,339,1260135902
886,341,1260135913
887,337,1260135924
887,335,1260135936
887,339,1260135946
888,339,1260135961
889,338,1260135969
889,336,1260135980
887,337,1260135993
887,336,1260136002
886,337,1260136013
885,340,1260136040
886,341,1260136047
886,341,1260136072
885,342,1260136080
886,343,1260136091
887,342,1260136102
887,343,1260136113
887,343,1260136124
887,346,1260136136
887,347,1260136147
886,349,1260136157
885,349,1260136169
885,348,1260136183
885,346,1260136190
885,345,1260136202
885,345,1260136215
885,348,1260136224
884,349,1260136236
884,350,1260136247
883,350,1260136257
884,354,1260136269
884,354,1260136280
884,355,1260136294
886,350,1260136302
887,349,1260136313
888,347,1260136326
888,346,1260136336
888,345,1260136347
888,345,1260136358
889,344,1260136368
888,344,1260136380
882,345,1260136406
886,346,1260136413
886,350,1260136437
891,350,1260136446
892,350,1260136457
892,348,1260136484
893,348,1260136490
893,347,1260136502
892,346,1260136516
892,346,1260136524
892,346,1260136535
892,346,1260136548
894,345,1260136557
895,344,1260136568
894,344,1260136580
895,345,1260136590
896,346,1260136602
896,346,1260136628
894,347,1260136635
894,347,1260136646
894,347,1260136659
895,348,1260136669
896,348,1260136679
897,348,1260136691
896,348,1260136702
894,347,1260136713
893,346,1260136739
894,344,1260136746
894,344,1260136757
894,345,1260136771
895,348,1260136779
896,350,1260136790
895,350,1260136803
893,350,1260136813
892,349,1260136823
893,348,1260136851
893,349,1260136857
893,351,1260136871
893,351,1260136883
892,351,1260136890
891,350,1260136902
891,349,1260136914
892,348,1260136923
892,347,1260136935
889,348,1260136962
890,347,1260136968
890,347,1260136994
893,345,1260137002
897,345,1260137013
899,345,1260137026
899,343,1260137035
899,342,1260137046
900,343,1260137057
898,343,1260137068
895,344,1260137080
894,343,1260137092
893,343,1260137104
890,342,1260137113
890,342,1260137124
887,342,1260137136
885,341,1260137146
888,344,1260137157
886,343,1260137169
894,347,1260137179
896,348,1260137190
899,349,1260137203
902,351,1260137212
901,350,1260137223
902,350,1260137235
901,348,1260137248
899,351,1260137256
